order_id,symbol,order_side,size,price,status,created_at
1735,BTC-USDT,SELL,0.13,34040.0,OPEN,1694146608
1736,BTC-USDT,SELL,0.11,34035.0,OPEN,1694146708
1736,,,,,CLOSED,1693977308
1737,BTC-USDT,BUY,0.33,33990.0,OPEN,1694146808
1738,BTC-USDT,BUY,0.31,33955.0,OPEN,1694146908
1739,BTC-USDT,SELL,0.14,34050.0,OPEN,1694147008
1740,BTC-USDT,SELL,0.28,34020.0,OPEN,1694147108
1741,BTC-USDT,BUY,0.46,33970.0,OPEN,1694147208
1742,BTC-USDT,SELL,0.72,34035.0,OPEN,1694147308
1743,BTC-USDT,SELL,0.46,34025.0,OPEN,1694147408
1744,BTC-USDT,SELL,0.56,34015.0,OPEN,1694147508
1745,BTC-USDT,SELL,0.99,34030.0,OPEN,1694147608
1746,BTC-USDT,BUY,0.89,33985.0,OPEN,1694147708
1747,BTC-USDT,SELL,0.65,34015.0,OPEN,1694147808
1747,,,,,CLOSED,1693975108
1748,BTC-USDT,BUY,0.88,33960.0,OPEN,1694147908
1749,BTC-USDT,SELL,0.23,34010.0,OPEN,1694148008
1749,,,,,CLOSED,1693982108
1750,BTC-USDT,SELL,0.98,34030.0,OPEN,1694148108
1750,,,,,CLOSED,1693982808
1751,BTC-USDT,SELL,0.86,34020.0,OPEN,1694148208
1751,,,,,CLOSED,1693980108
1752,BTC-USDT,BUY,0.54,33975.0,OPEN,1694148308
1753,BTC-USDT,SELL,0.41,34030.0,OPEN,1694148408
1753,,,,,CLOSED,1693979408
1754,BTC-USDT,BUY,0.1,33980.0,OPEN,1694148508
1755,BTC-USDT,SELL,0.32,34050.0,OPEN,1694148608
1756,BTC-USDT,BUY,0.54,33950.0,OPEN,1694148708
1757,BTC-USDT,BUY,0.2,33960.0,OPEN,1694148808
1758,BTC-USDT,SELL,0.72,34050.0,OPEN,1694148908
1759,BTC-USDT,SELL,0.74,34010.0,OPEN,1694149008
1759,,,,,CLOSED,1693980308
1760,BTC-USDT,BUY,1.0,33980.0,OPEN,1694149108
1760,,,,,CLOSED,1693974508
1761,BTC-USDT,SELL,0.6,34045.0,OPEN,1694149208
1761,,,,,CLOSED,1693982408
1762,BTC-USDT,SELL,0.96,34035.0,OPEN,1694149308
1762,,,,,CLOSED,1693979208
1763,BTC-USDT,SELL,0.84,34020.0,OPEN,1694149408
1764,BTC-USDT,BUY,0.85,33980.0,OPEN,1694149508
1765,BTC-USDT,BUY,0.25,33970.0,OPEN,1694149608
1766,BTC-USDT,SELL,0.91,34050.0,OPEN,1694149708
1767,BTC-USDT,BUY,0.39,33950.0,OPEN,1694149808
1767,,,,,CLOSED,1693974508
1768,BTC-USDT,SELL,0.41,34030.0,OPEN,1694149908
1769,BTC-USDT,BUY,0.47,33990.0,OPEN,1694150008
1770,BTC-USDT,SELL,0.79,34035.0,OPEN,1694150108
1771,BTC-USDT,SELL,0.2,34025.0,OPEN,1694150208
1772,BTC-USDT,SELL,0.76,34040.0,OPEN,1694150308
1773,BTC-USDT,BUY,0.65,33985.0,OPEN,1694150408
1774,BTC-USDT,BUY,0.57,33990.0,OPEN,1694150508
1775,BTC-USDT,SELL,0.91,34025.0,OPEN,1694150608
1776,BTC-USDT,BUY,0.63,33980.0,OPEN,1694150708
1776,,,,,CLOSED,1693980008
1777,BTC-USDT,BUY,0.98,33965.0,OPEN,1694150808
1778,BTC-USDT,SELL,0.35,34045.0,OPEN,1694150908
1779,BTC-USDT,BUY,0.97,33970.0,OPEN,1694151008
1779,,,,,CLOSED,1693973208
1780,BTC-USDT,SELL,0.88,34015.0,OPEN,1694151108
1781,BTC-USDT,SELL,0.39,34015.0,OPEN,1694151208
1781,,,,,CLOSED,1693982808
1782,BTC-USDT,BUY,0.56,33960.0,OPEN,1694151308
1783,BTC-USDT,SELL,0.23,34040.0,OPEN,1694151408
1784,BTC-USDT,BUY,0.26,33965.0,OPEN,1694151508
1785,BTC-USDT,SELL,0.33,34025.0,OPEN,1694151608
1786,BTC-USDT,BUY,0.31,33965.0,OPEN,1694151708
1787,BTC-USDT,BUY,0.81,33985.0,OPEN,1694151808
1788,BTC-USDT,BUY,0.27,33985.0,OPEN,1694151908
1788,,,,,CLOSED,1693974508
1789,BTC-USDT,BUY,0.85,33965.0,OPEN,1694152008
1789,,,,,CLOSED,1693974908
1790,BTC-USDT,BUY,0.3,33950.0,OPEN,1694152108
1790,,,,,CLOSED,1693978708
1791,BTC-USDT,BUY,0.8,33955.0,OPEN,1694152208
1792,BTC-USDT,SELL,0.37,34020.0,OPEN,1694152308
1793,BTC-USDT,SELL,0.71,34015.0,OPEN,1694152408
1793,,,,,CLOSED,1693975708
1794,BTC-USDT,SELL,0.84,34035.0,OPEN,1694152508
1795,BTC-USDT,BUY,0.76,33970.0,OPEN,1694152608
1795,,,,,CLOSED,1693981708
1796,BTC-USDT,SELL,0.21,34015.0,OPEN,1694152708
1797,BTC-USDT,BUY,0.69,33980.0,OPEN,1694152808
1797,,,,,CLOSED,1693976408
1798,BTC-USDT,BUY,0.93,33975.0,OPEN,1694152908
1799,BTC-USDT,SELL,0.39,34020.0,OPEN,1694153008
1800,BTC-USDT,BUY,0.78,33985.0,OPEN,1694153108
1800,,,,,CLOSED,1693981608
1801,BTC-USDT,BUY,0.98,33960.0,OPEN,1694153208
1802,BTC-USDT,SELL,0.69,34010.0,OPEN,1694153308
1802,,,,,CLOSED,1693979208
1803,BTC-USDT,SELL,0.17,34010.0,OPEN,1694153408
1803,,,,,CLOSED,1693981708
1804,BTC-USDT,BUY,0.55,33950.0,OPEN,1694153508
1805,BTC-USDT,SELL,0.31,34025.0,OPEN,1694153608
1806,BTC-USDT,SELL,0.83,34015.0,OPEN,1694153708
1806,,,,,CLOSED,1693977808
1807,BTC-USDT,BUY,0.98,33965.0,OPEN,1694153808
1808,BTC-USDT,BUY,0.83,33975.0,OPEN,1694153908
1808,,,,,CLOSED,1693976208
1809,BTC-USDT,SELL,0.4,34025.0,OPEN,1694154008
1810,BTC-USDT,SELL,0.57,34020.0,OPEN,1694154108
1811,BTC-USDT,SELL,0.27,34030.0,OPEN,1694154208
1812,BTC-USDT,SELL,0.85,34010.0,OPEN,1694154308
1812,,,,,CLOSED,1693980208
1813,BTC-USDT,BUY,0.88,33975.0,OPEN,1694154408
1814,BTC-USDT,BUY,0.83,33955.0,OPEN,1694154508
1815,BTC-USDT,BUY,0.62,33960.0,OPEN,1694154608
1815,,,,,CLOSED,1693977108
1816,BTC-USDT,SELL,0.78,34020.0,OPEN,1694154708
1817,BTC-USDT,BUY,0.6,33975.0,OPEN,1694154808
1818,BTC-USDT,SELL,0.56,34010.0,OPEN,1694154908
1818,,,,,CLOSED,1693981008
1819,BTC-USDT,BUY,0.53,33985.0,OPEN,1694155008
1820,BTC-USDT,BUY,0.24,33975.0,OPEN,1694155108
1821,BTC-USDT,BUY,0.5,33970.0,OPEN,1694155208
1822,BTC-USDT,BUY,0.54,33975.0,OPEN,1694155308
1823,BTC-USDT,SELL,0.82,34025.0,OPEN,1694155408
1823,,,,,CLOSED,1693978008
1824,BTC-USDT,BUY,0.26,33950.0,OPEN,1694155508
1824,,,,,CLOSED,1693976108
1825,BTC-USDT,BUY,0.85,33980.0,OPEN,1694155608
1825,,,,,CLOSED,1693975108
1826,BTC-USDT,SELL,0.52,34035.0,OPEN,1694155708
1826,,,,,CLOSED,1693978808
1827,BTC-USDT,SELL,0.81,34040.0,OPEN,1694155808
1828,BTC-USDT,BUY,0.75,33950.0,OPEN,1694155908
1829,BTC-USDT,SELL,0.84,34030.0,OPEN,1694156008
1830,BTC-USDT,BUY,1.0,33960.0,OPEN,1694156108
1831,BTC-USDT,SELL,0.84,34035.0,OPEN,1694156208
1832,BTC-USDT,SELL,0.97,34045.0,OPEN,1694156308
1832,,,,,CLOSED,1693973308
1833,BTC-USDT,BUY,0.87,33975.0,OPEN,1694156408
1834,BTC-USDT,BUY,0.32,33985.0,OPEN,1694156508
1834,,,,,CLOSED,1693981208
1835,BTC-USDT,BUY,0.58,33970.0,OPEN,1694156608
1836,BTC-USDT,SELL,0.16,34020.0,OPEN,1694156708
1836,,,,,CLOSED,1693981108
1837,BTC-USDT,BUY,0.5,33970.0,OPEN,1694156808
1838,BTC-USDT,SELL,0.39,34020.0,OPEN,1694156908
1839,BTC-USDT,BUY,0.59,33955.0,OPEN,1694157008
1839,,,,,CLOSED,1693977908
1840,BTC-USDT,BUY,0.26,33955.0,OPEN,1694157108
1840,,,,,CLOSED,1693978308
1841,BTC-USDT,BUY,0.45,33975.0,OPEN,1694157208
1842,BTC-USDT,BUY,0.33,33955.0,OPEN,1694157308
1842,,,,,CLOSED,1693981508
1843,BTC-USDT,BUY,0.15,33950.0,OPEN,1694157408
1844,BTC-USDT,SELL,0.7,34020.0,OPEN,1694157508
1845,BTC-USDT,SELL,0.18,34045.0,OPEN,1694157608
1846,BTC-USDT,BUY,0.79,33985.0,OPEN,1694157708
1847,BTC-USDT,BUY,0.44,33950.0,OPEN,1694157808
1848,BTC-USDT,SELL,0.14,34040.0,OPEN,1694157908
1849,BTC-USDT,BUY,0.52,33960.0,OPEN,1694158008
1850,BTC-USDT,SELL,0.19,34030.0,OPEN,1694158108
1851,BTC-USDT,SELL,0.79,34010.0,OPEN,1694158208
1852,BTC-USDT,SELL,0.27,34025.0,OPEN,1694158308
1853,BTC-USDT,SELL,0.41,34035.0,OPEN,1694158408
1854,BTC-USDT,BUY,0.66,33965.0,OPEN,1694158508
1854,,,,,CLOSED,1693974308
1855,BTC-USDT,SELL,0.11,34040.0,OPEN,1694158608
1856,BTC-USDT,SELL,0.18,34010.0,OPEN,1694158708
1857,BTC-USDT,BUY,0.52,33970.0,OPEN,1694158808
1858,BTC-USDT,BUY,0.73,33985.0,OPEN,1694158908
1859,BTC-USDT,BUY,0.81,33965.0,OPEN,1694159008
1860,BTC-USDT,BUY,0.73,33965.0,OPEN,1694159108
1861,BTC-USDT,BUY,0.19,33955.0,OPEN,1694159208
1862,BTC-USDT,BUY,0.27,33955.0,OPEN,1694159308
1863,BTC-USDT,SELL,0.21,34035.0,OPEN,1694159408
1863,,,,,CLOSED,1693974008
1864,BTC-USDT,BUY,0.71,33980.0,OPEN,1694159508
1864,,,,,CLOSED,1693977908
1865,BTC-USDT,SELL,0.75,34020.0,OPEN,1694159608
1866,BTC-USDT,BUY,0.16,33980.0,OPEN,1694159708
1866,,,,,CLOSED,1693974408
1867,BTC-USDT,SELL,0.96,34010.0,OPEN,1694159808
1867,,,,,CLOSED,1693974008
1868,BTC-USDT,SELL,0.67,34030.0,OPEN,1694159908
1869,BTC-USDT,SELL,0.15,34015.0,OPEN,1694160008
1870,BTC-USDT,SELL,0.5,34035.0,OPEN,1694160108
1871,BTC-USDT,BUY,0.85,33950.0,OPEN,1694160208
1872,BTC-USDT,SELL,0.36,34040.0,OPEN,1694160308
1873,BTC-USDT,SELL,0.97,34035.0,OPEN,1694160408
1874,BTC-USDT,BUY,0.88,33990.0,OPEN,1694160508
1875,BTC-USDT,BUY,0.63,33955.0,OPEN,1694160608
1876,BTC-USDT,BUY,0.16,33970.0,OPEN,1694160708
1877,BTC-USDT,SELL,0.4,34035.0,OPEN,1694160808
1877,,,,,CLOSED,1693978908
1878,BTC-USDT,SELL,0.18,34020.0,OPEN,1694160908
1879,BTC-USDT,BUY,0.31,33980.0,OPEN,1694161008
1880,BTC-USDT,SELL,0.44,34045.0,OPEN,1694161108
1880,,,,,CLOSED,1693981708
1881,BTC-USDT,BUY,0.31,33965.0,OPEN,1694161208
1882,BTC-USDT,SELL,0.92,34025.0,OPEN,1694161308
1883,BTC-USDT,SELL,0.53,34040.0,OPEN,1694161408
1884,BTC-USDT,BUY,0.78,33965.0,OPEN,1694161508
1885,BTC-USDT,BUY,0.39,33980.0,OPEN,1694161608
1886,BTC-USDT,BUY,0.43,33990.0,OPEN,1694161708
1887,BTC-USDT,BUY,0.11,33970.0,OPEN,1694161808
1888,BTC-USDT,SELL,0.72,34040.0,OPEN,1694161908
1888,,,,,CLOSED,1693982008
1889,BTC-USDT,SELL,0.13,34035.0,OPEN,1694162008
1890,BTC-USDT,SELL,0.33,34020.0,OPEN,1694162108
1891,BTC-USDT,SELL,0.27,34020.0,OPEN,1694162208
1891,,,,,CLOSED,1693982208
1892,BTC-USDT,SELL,0.76,34015.0,OPEN,1694162308
1892,,,,,CLOSED,1693982808
1893,BTC-USDT,SELL,0.54,34040.0,OPEN,1694162408
1894,BTC-USDT,SELL,0.19,34035.0,OPEN,1694162508
1895,BTC-USDT,SELL,0.95,34010.0,OPEN,1694162608
1896,BTC-USDT,SELL,0.11,34045.0,OPEN,1694162708
1897,BTC-USDT,BUY,0.43,33960.0,OPEN,1694162808
1897,,,,,CLOSED,1693977508
1898,BTC-USDT,BUY,0.83,33955.0,OPEN,1694162908
1899,BTC-USDT,BUY,0.93,33975.0,OPEN,1694163008
1899,,,,,CLOSED,1693978008
1900,BTC-USDT,BUY,0.61,33960.0,OPEN,1694163108
1901,BTC-USDT,SELL,0.78,34010.0,OPEN,1694163208
1902,BTC-USDT,BUY,0.29,33985.0,OPEN,1694163308
1903,BTC-USDT,SELL,0.94,34025.0,OPEN,1694163408
1904,BTC-USDT,SELL,0.49,34010.0,OPEN,1694163508
1904,,,,,CLOSED,1693974108
1905,BTC-USDT,SELL,0.9,34050.0,OPEN,1694163608
1905,,,,,CLOSED,1693981208
1906,BTC-USDT,SELL,0.43,34045.0,OPEN,1694163708
1907,BTC-USDT,SELL,0.6,34020.0,OPEN,1694163808
1908,BTC-USDT,SELL,0.23,34040.0,OPEN,1694163908
1909,BTC-USDT,SELL,0.58,34030.0,OPEN,1694164008
1909,,,,,CLOSED,1693974308
1910,BTC-USDT,BUY,0.74,33950.0,OPEN,1694164108
1911,BTC-USDT,BUY,0.46,33985.0,OPEN,1694164208
1912,BTC-USDT,BUY,0.73,33990.0,OPEN,1694164308
1912,,,,,CLOSED,1693976908
1913,BTC-USDT,BUY,0.38,33970.0,OPEN,1694164408
1914,BTC-USDT,SELL,0.29,34030.0,OPEN,1694164508
1915,BTC-USDT,BUY,0.7,33970.0,OPEN,1694164608
1915,,,,,CLOSED,1693983108
1916,BTC-USDT,SELL,0.93,34035.0,OPEN,1694164708
1917,BTC-USDT,SELL,0.31,34010.0,OPEN,1694164808
1917,,,,,CLOSED,1693980908
1918,BTC-USDT,SELL,0.16,34015.0,OPEN,1694164908
1918,,,,,CLOSED,1693977808
1919,BTC-USDT,BUY,0.35,33965.0,OPEN,1694165008
1920,BTC-USDT,SELL,0.23,34010.0,OPEN,1694165108
1920,,,,,CLOSED,1693977508
1921,BTC-USDT,BUY,0.24,33990.0,OPEN,1694165208
1922,BTC-USDT,BUY,0.73,33955.0,OPEN,1694165308
1923,BTC-USDT,SELL,0.44,34040.0,OPEN,1694165408
1924,BTC-USDT,BUY,0.47,33985.0,OPEN,1694165508
1925,BTC-USDT,SELL,0.25,34025.0,OPEN,1694165608
1926,BTC-USDT,SELL,0.75,34020.0,OPEN,1694165708
1927,BTC-USDT,SELL,0.75,34040.0,OPEN,1694165808
1927,,,,,CLOSED,1693981008
1928,BTC-USDT,SELL,0.96,34015.0,OPEN,1694165908
1928,,,,,CLOSED,1693978408
1929,BTC-USDT,SELL,0.92,34030.0,OPEN,1694166008
1930,BTC-USDT,SELL,0.84,34025.0,OPEN,1694166108
1931,BTC-USDT,BUY,0.37,33990.0,OPEN,1694166208
1932,BTC-USDT,SELL,0.53,34020.0,OPEN,1694166308
1933,BTC-USDT,SELL,0.91,34040.0,OPEN,1694166408
1934,BTC-USDT,BUY,0.2,33975.0,OPEN,1694166508
1935,BTC-USDT,SELL,0.43,34025.0,OPEN,1694166608
1935,,,,,CLOSED,1693977308
1936,BTC-USDT,SELL,0.61,34045.0,OPEN,1694166708
1936,,,,,CLOSED,1693978408
1937,BTC-USDT,SELL,0.75,34015.0,OPEN,1694166808
1938,BTC-USDT,BUY,0.47,33950.0,OPEN,1694166908
1939,BTC-USDT,BUY,0.47,33985.0,OPEN,1694167008
1939,,,,,CLOSED,1693977908
1940,BTC-USDT,SELL,0.57,34020.0,OPEN,1694167108
1941,BTC-USDT,SELL,0.48,34025.0,OPEN,1694167208
1942,BTC-USDT,SELL,0.48,34030.0,OPEN,1694167308
1943,BTC-USDT,SELL,0.99,34050.0,OPEN,1694167408
1943,,,,,CLOSED,1693981808
1944,BTC-USDT,BUY,0.49,33980.0,OPEN,1694167508
1944,,,,,CLOSED,1693982308
1945,BTC-USDT,BUY,0.1,33990.0,OPEN,1694167608
1946,BTC-USDT,BUY,0.85,33955.0,OPEN,1694167708
1946,,,,,CLOSED,1693979208
1947,BTC-USDT,SELL,0.67,34020.0,OPEN,1694167808
1948,BTC-USDT,BUY,0.41,33975.0,OPEN,1694167908
1948,,,,,CLOSED,1693976208
1949,BTC-USDT,SELL,0.93,34050.0,OPEN,1694168008
1950,BTC-USDT,SELL,0.85,34025.0,OPEN,1694168108
1951,BTC-USDT,SELL,0.51,34040.0,OPEN,1694168208
1952,BTC-USDT,SELL,0.4,34050.0,OPEN,1694168308
1953,BTC-USDT,BUY,0.72,33990.0,OPEN,1694168408
1954,BTC-USDT,BUY,0.26,33955.0,OPEN,1694168508
1954,,,,,CLOSED,1693982808
1955,BTC-USDT,BUY,0.37,33985.0,OPEN,1694168608
1956,BTC-USDT,BUY,0.72,33990.0,OPEN,1694168708
1956,,,,,CLOSED,1693974108
1957,BTC-USDT,SELL,0.8,34030.0,OPEN,1694168808
1958,BTC-USDT,BUY,0.28,33950.0,OPEN,1694168908
1959,BTC-USDT,SELL,0.2,34050.0,OPEN,1694169008
1960,BTC-USDT,SELL,0.83,34025.0,OPEN,1694169108
1961,BTC-USDT,BUY,0.58,33965.0,OPEN,1694169208
1962,BTC-USDT,BUY,0.43,33975.0,OPEN,1694169308
1963,BTC-USDT,SELL,0.74,34030.0,OPEN,1694169408
1963,,,,,CLOSED,1693982208
1964,BTC-USDT,BUY,0.32,33975.0,OPEN,1694169508
1965,BTC-USDT,SELL,0.7,34010.0,OPEN,1694169608
1966,BTC-USDT,SELL,0.67,34025.0,OPEN,1694169708
1967,BTC-USDT,SELL,0.22,34015.0,OPEN,1694169808
1968,BTC-USDT,BUY,0.69,33985.0,OPEN,1694169908
1969,BTC-USDT,SELL,0.36,34035.0,OPEN,1694170008
1969,,,,,CLOSED,1693982908
1970,BTC-USDT,BUY,0.66,33965.0,OPEN,1694170108
1970,,,,,CLOSED,1693980008
1971,BTC-USDT,BUY,0.49,33970.0,OPEN,1694170208
1971,,,,,CLOSED,1693982308
1972,BTC-USDT,BUY,0.92,33990.0,OPEN,1694170308
1972,,,,,CLOSED,1693975608
1973,BTC-USDT,SELL,0.3,34050.0,OPEN,1694170408
1974,BTC-USDT,SELL,0.85,34030.0,OPEN,1694170508
1975,BTC-USDT,SELL,0.26,34045.0,OPEN,1694170608
1976,BTC-USDT,BUY,0.75,33985.0,OPEN,1694170708
1977,BTC-USDT,SELL,0.19,34030.0,OPEN,1694170808
1978,BTC-USDT,SELL,0.98,34035.0,OPEN,1694170908
1979,BTC-USDT,SELL,0.99,34020.0,OPEN,1694171008
1979,,,,,CLOSED,1693977408
1980,BTC-USDT,SELL,0.63,34010.0,OPEN,1694171108
1981,BTC-USDT,BUY,0.14,33970.0,OPEN,1694171208
1981,,,,,CLOSED,1693981108
1982,BTC-USDT,SELL,0.52,34010.0,OPEN,1694171308
1982,,,,,CLOSED,1693980708
1983,BTC-USDT,SELL,0.96,34030.0,OPEN,1694171408
1984,BTC-USDT,BUY,0.63,33955.0,OPEN,1694171508
1984,,,,,CLOSED,1693981108
1985,BTC-USDT,SELL,0.2,34045.0,OPEN,1694171608
1986,BTC-USDT,SELL,0.37,34020.0,OPEN,1694171708
1987,BTC-USDT,BUY,0.49,33975.0,OPEN,1694171808
1987,,,,,CLOSED,1693975708
1988,BTC-USDT,SELL,0.1,34035.0,OPEN,1694171908
1989,BTC-USDT,BUY,0.11,33960.0,OPEN,1694172008
1989,,,,,CLOSED,1693979508
1990,BTC-USDT,BUY,0.35,33950.0,OPEN,1694172108
1991,BTC-USDT,SELL,0.73,34025.0,OPEN,1694172208
1991,,,,,CLOSED,1693977508
1992,BTC-USDT,SELL,0.72,34035.0,OPEN,1694172308
1993,BTC-USDT,BUY,0.65,33985.0,OPEN,1694172408
1993,,,,,CLOSED,1693977408
1994,BTC-USDT,BUY,0.41,33955.0,OPEN,1694172508
1994,,,,,CLOSED,1693978808
1995,BTC-USDT,SELL,0.63,34020.0,OPEN,1694172608
1995,,,,,CLOSED,1693974108
1996,BTC-USDT,BUY,0.48,33975.0,OPEN,1694172708
1997,BTC-USDT,BUY,0.56,33975.0,OPEN,1694172808
1998,BTC-USDT,BUY,0.4,33970.0,OPEN,1694172908
1998,,,,,CLOSED,1693975208
1999,BTC-USDT,SELL,0.29,34040.0,OPEN,1694173008
2000,BTC-USDT,BUY,0.13,33955.0,OPEN,1694173108
2000,,,,,CLOSED,1693976508
2001,BTC-USDT,SELL,0.49,34025.0,OPEN,1694173208
2002,BTC-USDT,SELL,0.92,34015.0,OPEN,1694173308
2002,,,,,CLOSED,1693982708
2003,BTC-USDT,BUY,0.74,33965.0,OPEN,1694173408
2003,,,,,CLOSED,1693974508
2004,BTC-USDT,SELL,0.57,34015.0,OPEN,1694173508
2004,,,,,CLOSED,1693976008
2005,BTC-USDT,BUY,0.79,33990.0,OPEN,1694173608
2006,BTC-USDT,BUY,0.44,33980.0,OPEN,1694173708
2007,BTC-USDT,BUY,0.77,33985.0,OPEN,1694173808
2007,,,,,CLOSED,1693980708
2008,BTC-USDT,BUY,0.35,33960.0,OPEN,1694173908
2008,,,,,CLOSED,1693976708
2009,BTC-USDT,BUY,0.29,33985.0,OPEN,1694174008
2010,BTC-USDT,BUY,0.52,33980.0,OPEN,1694174108
2011,BTC-USDT,BUY,0.79,33975.0,OPEN,1694174208
2012,BTC-USDT,SELL,0.19,34040.0,OPEN,1694174308
2012,,,,,CLOSED,1693979508
2013,BTC-USDT,SELL,0.26,34015.0,OPEN,1694174408
2014,BTC-USDT,BUY,0.81,33960.0,OPEN,1694174508
2014,,,,,CLOSED,1693977908
2015,BTC-USDT,SELL,0.17,34035.0,OPEN,1694174608
2015,,,,,CLOSED,1693978608
2016,BTC-USDT,BUY,0.31,33965.0,OPEN,1694174708
2016,,,,,CLOSED,1693979308
2017,BTC-USDT,BUY,1.0,33985.0,OPEN,1694174808
2018,BTC-USDT,SELL,0.24,34035.0,OPEN,1694174908
2018,,,,,CLOSED,1693973208
2019,BTC-USDT,SELL,0.43,34030.0,OPEN,1694175008
2020,BTC-USDT,SELL,0.76,34045.0,OPEN,1694175108
2021,BTC-USDT,BUY,0.55,33980.0,OPEN,1694175208
2021,,,,,CLOSED,1693973608
2022,BTC-USDT,SELL,0.83,34030.0,OPEN,1694175308
2023,BTC-USDT,SELL,0.9,34010.0,OPEN,1694175408
2024,BTC-USDT,SELL,0.13,34040.0,OPEN,1694175508
2025,BTC-USDT,BUY,0.78,33955.0,OPEN,1694175608
2025,,,,,CLOSED,1693978608
2026,BTC-USDT,SELL,0.58,34035.0,OPEN,1694175708
2027,BTC-USDT,SELL,0.9,34010.0,OPEN,1694175808
2028,BTC-USDT,SELL,0.51,34030.0,OPEN,1694175908
2029,BTC-USDT,SELL,0.59,34030.0,OPEN,1694176008
2030,BTC-USDT,BUY,0.82,33990.0,OPEN,1694176108
2030,,,,,CLOSED,1693982808
2031,BTC-USDT,BUY,0.53,33975.0,OPEN,1694176208
2032,BTC-USDT,BUY,0.42,33965.0,OPEN,1694176308
2033,BTC-USDT,SELL,0.62,34030.0,OPEN,1694176408
2034,BTC-USDT,SELL,0.7,34045.0,OPEN,1694176508
2035,BTC-USDT,BUY,0.49,33955.0,OPEN,1694176608
2036,BTC-USDT,SELL,0.71,34030.0,OPEN,1694176708
2037,BTC-USDT,SELL,0.75,34045.0,OPEN,1694176808
2038,BTC-USDT,BUY,0.79,33990.0,OPEN,1694176908
2039,BTC-USDT,SELL,0.72,34025.0,OPEN,1694177008
2040,BTC-USDT,SELL,0.78,34015.0,OPEN,1694177108
2041,BTC-USDT,SELL,0.46,34020.0,OPEN,1694177208
2042,BTC-USDT,SELL,0.69,34020.0,OPEN,1694177308
2043,BTC-USDT,BUY,0.95,33975.0,OPEN,1694177408
2044,BTC-USDT,SELL,0.6,34020.0,OPEN,1694177508
2044,,,,,CLOSED,1693981008
2045,BTC-USDT,BUY,0.83,33960.0,OPEN,1694177608
2046,BTC-USDT,BUY,0.12,33975.0,OPEN,1694177708
2047,BTC-USDT,BUY,0.36,33955.0,OPEN,1694177808
2048,BTC-USDT,SELL,0.82,34020.0,OPEN,1694177908
2049,BTC-USDT,SELL,0.79,34010.0,OPEN,1694178008
2050,BTC-USDT,BUY,0.98,33965.0,OPEN,1694178108
2051,BTC-USDT,SELL,0.49,34020.0,OPEN,1694178208
2051,,,,,CLOSED,1693982308
2052,BTC-USDT,BUY,0.31,33990.0,OPEN,1694178308
2053,BTC-USDT,SELL,0.72,34030.0,OPEN,1694178408
2053,,,,,CLOSED,1693974808
2054,BTC-USDT,BUY,0.68,33975.0,OPEN,1694178508
2055,BTC-USDT,SELL,0.21,34010.0,OPEN,1694178608
2056,BTC-USDT,SELL,0.65,34025.0,OPEN,1694178708
2057,BTC-USDT,BUY,0.21,33965.0,OPEN,1694178808
2058,BTC-USDT,SELL,0.75,34050.0,OPEN,1694178908
2059,BTC-USDT,BUY,0.26,33965.0,OPEN,1694179008
2059,,,,,CLOSED,1693982608
2060,BTC-USDT,BUY,0.36,33970.0,OPEN,1694179108
2061,BTC-USDT,BUY,0.87,33960.0,OPEN,1694179208
2061,,,,,CLOSED,1693982808
2062,BTC-USDT,SELL,0.88,34020.0,OPEN,1694179308
2063,BTC-USDT,SELL,0.4,34030.0,OPEN,1694179408
2063,,,,,CLOSED,1693982108
2064,BTC-USDT,SELL,0.97,34010.0,OPEN,1694179508
2065,BTC-USDT,SELL,0.25,34010.0,OPEN,1694179608
2066,BTC-USDT,BUY,0.75,33980.0,OPEN,1694179708
2067,BTC-USDT,BUY,0.73,33965.0,OPEN,1694179808
2067,,,,,CLOSED,1693982108
2068,BTC-USDT,SELL,0.34,34040.0,OPEN,1694179908
2069,BTC-USDT,BUY,0.97,33975.0,OPEN,1694180008
2070,BTC-USDT,SELL,0.72,34050.0,OPEN,1694180108
2070,,,,,CLOSED,1693975308
2071,BTC-USDT,SELL,0.1,34050.0,OPEN,1694180208
2072,BTC-USDT,SELL,0.47,34015.0,OPEN,1694180308
2072,,,,,CLOSED,1693978308
2073,BTC-USDT,SELL,0.82,34025.0,OPEN,1694180408
2074,BTC-USDT,SELL,0.78,34015.0,OPEN,1694180508
2074,,,,,CLOSED,1693981608
2075,BTC-USDT,SELL,0.61,34015.0,OPEN,1694180608
2076,BTC-USDT,BUY,0.36,33975.0,OPEN,1694180708
2076,,,,,CLOSED,1693979608
2077,BTC-USDT,BUY,0.78,33970.0,OPEN,1694180808
2077,,,,,CLOSED,1693982108
2078,BTC-USDT,SELL,0.33,34035.0,OPEN,1694180908
2079,BTC-USDT,BUY,0.44,33985.0,OPEN,1694181008
2080,BTC-USDT,SELL,0.58,34030.0,OPEN,1694181108
2081,BTC-USDT,BUY,0.14,33950.0,OPEN,1694181208
2082,BTC-USDT,BUY,0.3,33970.0,OPEN,1694181308
2083,BTC-USDT,BUY,0.47,33955.0,OPEN,1694181408
2084,BTC-USDT,BUY,0.41,33965.0,OPEN,1694181508
2084,,,,,CLOSED,1693977508
2085,BTC-USDT,SELL,0.72,34045.0,OPEN,1694181608
2085,,,,,CLOSED,1693981508
